TAC-1
Infundibulum
TAC-2
Mix
Infundibulum
Spinous
alowCD34+ bulge
Mix
Hair Shaft-cuticle.cortex
Infundibulum
Dermal Fibroblast
Sebaceous Gland
Mix
Medulla
Spinous
Basal
Infundibulum
TAC-1
Basal
Spinous
Mix
ahighCD34+ bulge
Basal
ORS
Dermal Fibroblast
Dermal Fibroblast
TAC-2
alowCD34+ bulge
Basal
Spinous
Basal
Mix
ahighCD34+ bulge
Isthmus
TAC-1
Basal
Granular
Schwann Cell
Basal
Mix
Infundibulum
TAC-1
Infundibulum
Spinous
Medulla
Infundibulum
ORS
Basal
Hair Shaft-cuticle.cortex
alowCD34+ bulge
alowCD34+ bulge
TAC-1
Basal
Infundibulum
TAC-1
Hair Shaft-cuticle.cortex
Mix
alowCD34+ bulge
Basal
Basal
Basal
Mix
alowCD34+ bulge
Mix
Infundibulum
Infundibulum
TAC-1
Infundibulum
Basal
Mix
IRS
Spinous
Dermal Papilla
Basal
Basal
Infundibulum
Basal
IRS
Spinous
Infundibulum
Spinous
Mix
alowCD34+ bulge
Basal
Mix
Infundibulum
Basal
alowCD34+ bulge
Basal
Dermal Fibroblast
alowCD34+ bulge
Hair Shaft-cuticle.cortex
Granular
Basal
Basal
Basal
Mix
Dermal Papilla
Macrophage DC
Basal
Basal
Basal
Hair Shaft-cuticle.cortex
Spinous
Infundibulum
TAC-1
alowCD34+ bulge
K6+ Bulge Companion Layer
Mix
TAC-2
K6+ Bulge Companion Layer
TAC-2
Infundibulum
Infundibulum
TAC-1
ORS
Spinous
Basal
Infundibulum
alowCD34+ bulge
Basal
Sebaceous Gland
Infundibulum
Spinous
Granular
alowCD34+ bulge
ORS
TAC-1
Basal
Infundibulum
Basal
Granular
IRS
Infundibulum
alowCD34+ bulge
Basal
Spinous
Spinous
Infundibulum
Mix
Basal
Dermal Fibroblast
TAC-2
Mix
Spinous
TAC-1
Dermal Sheath
Infundibulum
Spinous
Dermal Papilla
Basal
ahighCD34+ bulge
ORS
Endothelial
alowCD34+ bulge
TAC-1
Hair Shaft-cuticle.cortex
Basal
Basal
ahighCD34+ bulge
ahighCD34+ bulge
Isthmus
Mix
Dermal Papilla
Infundibulum
Dermal Sheath
Medulla
Medulla
Spinous
Infundibulum
Basal
TAC-1
Dermal Fibroblast
Basal
Basal
Basal
Dermal Fibroblast
Basal
Infundibulum
TAC-2
ORS
TAC-1
Basal
Infundibulum
Granular
Basal
TAC-2
ahighCD34+ bulge
Spinous
Basal
Spinous
Infundibulum
Spinous
ORS
Basal
Infundibulum
TAC-1
Endothelial
Dermal Fibroblast
Basal
TAC-2
TAC-1
Basal
Basal
Basal
TAC-2
TAC-1
Basal
Basal
Basal
K6+ Bulge Companion Layer
Dermal Fibroblast
Basal
Endothelial
Basal
Basal
Spinous
TAC-1
Spinous
Spinous
Infundibulum
K6+ Bulge Companion Layer
Spinous
Infundibulum
Melanocyte
Infundibulum
Spinous
Basal
Basal
alowCD34+ bulge
Mix
TAC-1
Dermal Papilla
Spinous
Basal
IRS
Hair Shaft-cuticle.cortex
ahighCD34+ bulge
K6+ Bulge Companion Layer
Infundibulum
Basal
Basal
ORS
Infundibulum
TAC-1
Basal
Granular
Basal
Isthmus
TAC-1
Basal
TAC-2
Dermal Fibroblast
Dermal Papilla
ORS
Basal
Endothelial
Hair Shaft-cuticle.cortex
Dermal Fibroblast
ahighCD34+ bulge
TAC-1
Mix
TAC-1
Infundibulum
Dermal Fibroblast
Basal
alowCD34+ bulge
Granular
Basal
Basal
TAC-1
TAC-2
TAC-1
Melanocyte
Basal
Spinous
Dermal Fibroblast
Spinous
Endothelial
Basal
ahighCD34+ bulge
IRS
Basal
Medulla
Mix
Basal
K6+ Bulge Companion Layer
Hair Shaft-cuticle.cortex
Basal
TAC-2
Basal
Basal
Infundibulum
TAC-1
Dermal Papilla
Endothelial
Infundibulum
Infundibulum
Basal
Basal
Dermal Fibroblast
Dermal Papilla
ahighCD34+ bulge
Endothelial
TAC-1
TAC-2
TAC-1
Basal
Dermal Papilla
TAC-1
Basal
Dermal Fibroblast
Spinous
Basal
Isthmus
Dermal Papilla
Infundibulum
Infundibulum
Medulla
alowCD34+ bulge
Spinous
TAC-1
Spinous
Mix
Basal
Mix
Infundibulum
Mix
Infundibulum
Endothelial
Spinous
ORS
TAC-1
Spinous
TAC-2
ahighCD34+ bulge
ORS
ahighCD34+ bulge
Medulla
Mix
Medulla
TAC-1
IRS
Basal
alowCD34+ bulge
ORS
Basal
TAC-1
Dermal Papilla
Medulla
Mix
TAC-2
Spinous
TAC-2
alowCD34+ bulge
Basal
Spinous
TAC-1
Mix
Macrophage DC
Infundibulum
Spinous
TAC-1
Basal
Infundibulum
Basal
Basal
Dermal Papilla
Spinous
Basal
Hair Shaft-cuticle.cortex
TAC-2
Basal
Spinous
Mix
Basal
Dermal Papilla
Basal
Infundibulum
Basal
Mix
Basal
ahighCD34+ bulge
Basal
Hair Shaft-cuticle.cortex
Spinous
Infundibulum
Basal
Dermal Fibroblast
Basal
Basal
Spinous
Spinous
Dermal Sheath
Mix
Medulla
alowCD34+ bulge
Infundibulum
Basal
TAC-1
K6+ Bulge Companion Layer
Infundibulum
TAC-1
Basal
Endothelial
TAC-1
Basal
Infundibulum
Hair Shaft-cuticle.cortex
Hair Shaft-cuticle.cortex
TAC-1
Dermal Fibroblast
Basal
Spinous
ahighCD34+ bulge
ahighCD34+ bulge
Mix
Spinous
TAC-1
Basal
Isthmus
ahighCD34+ bulge
Medulla
Infundibulum
Basal
TAC-1
Basal
Spinous
Infundibulum
Dermal Sheath
TAC-1
Basal
Endothelial
Infundibulum
Endothelial
alowCD34+ bulge
alowCD34+ bulge
TAC-1
Sebaceous Gland
Basal
Infundibulum
Basal
TAC-1
Mix
Schwann Cell
K6+ Bulge Companion Layer
ahighCD34+ bulge
Basal
Basal
Basal
Basal
Basal
Basal
Spinous
Basal
Basal
Sebaceous Gland
Basal
Basal
Basal
Mix
Infundibulum
Isthmus
Basal
Infundibulum
Basal
Basal
alowCD34+ bulge
TAC-1
Mix
Spinous
ORS
Isthmus
Infundibulum
Spinous
Basal
Infundibulum
Basal
Infundibulum
Sebaceous Gland
TAC-1
Infundibulum
TAC-2
TAC-1
ORS
Dermal Fibroblast
Infundibulum
Mix
Basal
Basal
Basal
TAC-1
Spinous
Basal
Dermal Papilla
Hair Shaft-cuticle.cortex
TAC-2
Basal
ORS
alowCD34+ bulge
Mix
Dermal Papilla
Basal
Basal
ORS
Infundibulum
Basal
