alowCD34+ bulge
Endothelial
Infundibulum
Basal
Basal
ahighCD34+ bulge
TAC-1
Mix
Endothelial
Basal
IRS
ORS
Infundibulum
Infundibulum
IRS
alowCD34+ bulge
Endothelial
Spinous
TAC-2
TAC-1
Dermal Papilla
TAC-1
Spinous
Basal
Basal
Basal
Spinous
Infundibulum
Hair Shaft-cuticle.cortex
Infundibulum
ORS
ORS
Basal
Spinous
TAC-1
Basal
Basal
Basal
Basal
Basal
alowCD34+ bulge
Spinous
Dermal Fibroblast
Infundibulum
Hair Shaft-cuticle.cortex
Infundibulum
ORS
ahighCD34+ bulge
Infundibulum
alowCD34+ bulge
TAC-1
Infundibulum
ORS
ahighCD34+ bulge
Spinous
Basal
Basal
Basal
IRS
Basal
Infundibulum
Endothelial
Isthmus
Granular
Infundibulum
Spinous
Basal
ORS
K6+ Bulge Companion Layer
Spinous
Basal
TAC-1
TAC-1
Isthmus
ahighCD34+ bulge
Hair Shaft-cuticle.cortex
Infundibulum
Basal
ORS
Medulla
Basal
Infundibulum
ahighCD34+ bulge
Granular
Spinous
Mix
Infundibulum
Infundibulum
Basal
TAC-1
Basal
alowCD34+ bulge
Dermal Papilla
Basal
Basal
Mix
Basal
Mix
IRS
alowCD34+ bulge
